,SeqNumber,TimeStamp,Pid,BidQty1,AskQty1,Bid1,Ask1
0,634843,1689642059.695233684,CCFG3,2,2,48.45,48.50
0,635180,1689642059.917261797,CCFG3,2,3,48.45,48.55
0,643592,1689642062.472770561,CCFG3,3,3,48.45,48.50
0,643853,1689642062.506760884,CCFG3,3,3,48.45,48.55
0,788151,1689642136.833122222,CCFG3,34,4,48.50,48.55
0,634656,1689642059.517927494,FYFG3,1,1,57.50,57.60
0,645083,1689642063.022515113,FYFG3,2,4,57.50,57.80
0,566376,1689642031.981455825,FYFG3,3,16,57.30,57.50
0,630408,1689642057.538807467,FYFG3,3,1,57.40,57.60
0,610967,1689642050.051352832,FYFG3,2,3,57.40,57.60
0,611138,1689642050.124913203,FYFG3,3,3,57.30,57.60
0,556214,1689642029.630571172,FYFG3,3,1,57.30,57.40
0,559335,1689642030.448626438,FYFG3,2,1,57.10,57.40
0,563793,1689642031.436741144,FYFG3,1,1,57.30,57.40
0,682309,1689642080.406806429,FYFG3,1,1,57.30,57.60
0,686140,1689642082.325018961,FYFG3,2,2,57.50,57.70
0,687506,1689642083.074332364,FYFG3,1,1,57.30,57.60
0,688735,1689642083.982001715,FYFG3,2,1,57.50,57.70
0,506978,1689642008.708428035,FYFG3,1,1,56.90,57.20
0,512222,1689642010.473477272,FYFG3,2,3,57.00,57.40
0,578107,1689642035.952539306,FYFG3,2,1,57.10,57.40
0,699833,1689642089.862579326,FYFG3,1,2,57.50,57.70
0,606625,1689642047.585153510,FYFG3,1,3,57.50,57.60
0,675642,1689642076.620655696,FYFG3,4,13,57.70,57.90
0,677882,1689642077.927397758,FYFG3,4,12,57.70,57.90
0,587875,1689642040.098826590,FYFG3,3,3,57.30,57.60
0,620736,1689642054.198078861,FYFG3,3,1,57.40,57.60
0,625834,1689642056.027868252,FYFG3,3,1,57.40,57.60
0,544136,1689642025.034017426,FYFG3,1,2,57.40,57.50
0,618684,1689642053.324243531,FYFG3,3,3,57.40,57.60
0,619939,1689642053.816133946,FYFG3,3,3,57.40,57.60
0,5207953,1689644735.130066205,FYFG3,1,1,54.40,54.60
0,490223,1689642000.804906077,FYFG3,4,1,56.60,57.10
0,494093,1689642002.575313481,FYFG3,4,1,56.60,57.40
0,499693,1689642005.092470013,FYFG3,2,2,56.80,57.40
0,5196883,1689644732.395894767,FYFG3,1,1,54.40,54.60
0,648562,1689642064.524866764,RKFG3,6,5,178.50,179.00
0,814332,1689642148.399439714,RKFG3,1,3,178.50,179.00
0,701653,1689642090.795986098,RKFG3,6,3,178.50,179.00
0,1774388,1689642747.228412425,RKFG3,25,2,181.00,181.50
0,674786,1689642076.223315824,RKFG3,6,4,178.50,179.00
0,539197,1689642022.793328893,RKFG3,1,3,178.50,179.00
0,1720325,1689642720.255518668,RKFG3,2,2,181.00,181.50
0,3943499,1689644299.093023250,RKFG3,1,1,177.00,177.50
0,2415817,1689643187.771971290,RKFG3,4,2,181.50,182.00
0,5916701,1689645059.515548444,RKFG3,3,2,172.00,172.50
0,3256418,1689643867.348519792,RKFG3,5,2,177.50,178.00
0,3919188,1689644289.086367415,RKFG3,1,1,177.00,178.00
0,1971322,1689642878.070508374,RKFG3,2,3,181.50,182.00
0,8240777,1689646635.343539394,RKFG3,2,4,175.50,176.00
0,10202143,1689649011.319391679,RKFG3,2,6,178.50,179.00
0,7288104,1689645891.123621350,RKFG3,3,2,174.50,175.00
0,9511991,1689648093.774252948,RKFG3,19,13,178.00,178.50
0,7159235,1689645817.243097193,RKFG3,2,2,175.00,175.50
0,7287836,1689645890.906678184,RKFG3,3,2,174.50,175.00
0,6306762,1689645257.140423029,RKFG3,1,10,175.50,176.50
0,7138867,1689645800.234664165,RKFG3,4,2,175.00,175.50
0,10471173,1689649332.848424119,RKFG3,1,12,179.50,180.00
0,13909429,1689654928.921649518,RKFG3,2,7,178.50,179.50
0,13912695,1689654933.999117759,RKFG3,3,7,178.50,179.50
0,12232893,1689651866.023501337,RKFG3,1,10,181.00,181.50
0,6755595,1689645507.796263901,RKFG3,2,1,176.00,176.50
0,12171088,1689651739.934253995,RKFG3,2,12,181.00,181.50
0,13044649,1689653377.813175617,RKFG3,2,8,177.50,178.00
0,651379,1689642065.774253687,RJFG3,1,1,40.40,40.45
0,1052059,1689642280.353325131,RJFG3,2,1,40.60,40.70
0,1362589,1689642470.005537129,RJFG3,5,23,41.05,41.15
0,1363855,1689642471.165804137,RJFG3,2,37,41.05,41.15
0,1477215,1689642554.364048122,RJFG3,1,1,40.85,40.90
0,1483116,1689642558.036952880,RJFG3,1,1,40.85,40.90
0,1271762,1689642410.914900215,RJFG3,1,17,40.85,41.00
0,1423966,1689642512.566774396,RJFG3,1,3,40.95,41.05
0,1424184,1689642512.795994743,RJFG3,1,1,40.95,41.00
0,1425758,1689642514.384923065,RJFG3,1,22,40.95,41.05
0,1503472,1689642573.475217669,RJFG3,1,1,40.65,40.75
0,1700409,1689642711.169886730,RJFG3,1,1,40.15,40.25
0,1402167,1689642496.005570883,RJFG3,2,4,41.00,41.10
0,1466974,1689642548.201033060,RJFG3,3,3,40.90,41.00
0,671623,1689642074.769360157,RJFG3,2,1,40.35,40.45
0,1065874,1689642288.395930981,RJFG3,2,18,40.55,40.70
0,1090986,1689642301.861171712,RJFG3,1,3,40.60,40.70
0,1094688,1689642303.808550494,RJFG3,1,3,40.60,40.70
0,1578634,1689642630.376784050,RJFG3,1,1,40.50,40.55
0,1712818,1689642715.376560234,RJFG3,16,3,40.15,40.30
0,2212915,1689643037.158752771,RJFG3,25,121,39.70,39.80
0,668529,1689642073.494650790,RJFG3,1,1,40.40,40.50
0,1063193,1689642287.586004604,RJFG3,2,18,40.55,40.70
0,1079686,1689642295.859223927,RJFG3,2,18,40.55,40.70
0,1698865,1689642710.934680428,RJFG3,17,1,40.10,40.20
0,1053324,1689642280.751122614,RJFG3,1,24,40.55,40.70
0,1415134,1689642506.667139764,RJFG3,23,8,41.00,41.10
0,1423419,1689642511.892696664,RJFG3,1,1,40.95,41.00
0,1345953,1689642457.209956550,RJFG3,1,18,41.05,41.15
0,1348975,1689642459.023976685,RJFG3,3,3,41.00,41.15
0,1353118,1689642462.082756456,RJFG3,5,6,41.00,41.10
0,1354774,1689642463.359927798,RJFG3,5,7,41.00,41.10
0,1356114,1689642464.583509649,RJFG3,5,6,41.00,41.10
0,1446027,1689642533.176224708,RJFG3,1,9,40.95,41.05
0,1309799,1689642431.949277861,RJFG3,2,15,41.00,41.10
0,1406472,1689642498.748193404,RJFG3,2,4,41.00,41.10
0,1489719,1689642563.156611696,RJFG3,2,5,40.80,40.90
0,1490468,1689642563.846576686,RJFG3,1,1,40.70,40.80
0,2175253,1689643014.228876748,RJFG3,2,211,39.75,39.85
0,2175784,1689643014.711962227,RJFG3,2,195,39.80,39.85
0,2176764,1689643015.079039041,RJFG3,9,190,39.80,39.85
0,4804707,1689644648.871387312,RJFG3,1,2,38.90,38.95
0,4882719,1689644676.903537225,RJFG3,16,1,38.95,39.00
0,5248890,1689644747.401876785,RJFG3,10,3,38.85,38.95
0,5254493,1689644749.084898519,RJFG3,9,3,38.85,38.90
0,6458216,1689645339.659580825,RJFG3,15,1,39.40,39.45
0,5163104,1689644726.003019802,RJFG3,20,3,38.85,38.95
0,5756791,1689644968.908574196,RJFG3,2,1,38.95,39.10
0,5487008,1689644839.028205116,RJFG3,4,4,38.80,38.85
0,11378028,1689650459.795819017,RJFG3,2,4,39.20,39.25
0,11673885,1689650837.247331852,RJFG3,1,1,39.20,39.30
0,15494476,1689657685.846508756,RJFG3,2,4,38.60,38.70
0,643049,1689642062.315307385,QYFG3,1,2,60.20,60.40
0,568746,1689642032.758899431,PVFG3,1,1,1890.00,1920.00
0,5890961,1689645043.235539993,PVFG3,1,1,1785.00,1810.00
0,570685,1689642033.481504910,GHFG3,3,1,301.00,301.50
0,2491514,1689643251.060091982,GHFG3,22,1,304.50,305.00
0,2603531,1689643343.437529491,GHFG3,3,5,302.50,303.00
0,2801024,1689643502.931420117,GHFG3,12,1,303.50,304.00
0,2737006,1689643456.861820280,GHFG3,3,5,304.50,305.00
0,3651397,1689644150.474142383,GHFG3,11,1,300.50,301.00
0,3651406,1689644150.517194472,GHFG3,11,6,300.50,301.50
0,3653539,1689644151.967690453,GHFG3,17,4,300.00,300.50
0,4734037,1689644620.903284047,GHFG3,21,1,293.50,294.00
0,3461490,1689644006.884995170,GHFG3,8,1,300.50,301.00
0,5213459,1689644736.345754079,GHFG3,1,5,291.00,292.00
0,5292839,1689644763.385693973,GHFG3,11,4,290.50,291.50
0,5673750,1689644930.242215231,GHFG3,6,4,288.00,288.50
0,6072951,1689645134.665882328,GHFG3,2,4,292.00,292.50
0,5742382,1689644963.495654591,GHFG3,12,6,287.50,288.50
0,5625740,1689644906.092617103,GHFG3,12,8,288.00,289.00
0,4599720,1689644551.141739616,GHFG3,5,5,295.50,296.00
0,4601371,1689644552.027159404,GHFG3,12,1,295.00,295.50
0,5452350,1689644824.309115070,GHFG3,3,1,291.50,292.00
0,6128764,1689645162.062331340,GHFG3,2,1,292.50,293.00
0,5175021,1689644728.438886255,GHFG3,4,4,290.50,291.50
0,5548112,1689644870.101656085,GHFG3,3,2,290.50,291.00
0,5933180,1689645066.895611817,GHFG3,3,2,288.50,289.00
0,5502711,1689644847.489314806,GHFG3,3,5,291.50,292.00
0,5813848,1689644997.797970954,GHFG3,8,1,287.50,288.00
0,5884835,1689645040.319641879,GHFG3,2,3,287.50,288.00
0,6011445,1689645111.391984717,GHFG3,6,5,290.00,291.00
0,4710335,1689644610.543935751,GHFG3,6,4,294.50,295.00
0,5720836,1689644953.902938327,GHFG3,6,1,287.50,288.00
0,5477114,1689644834.774629009,GHFG3,9,6,291.00,291.50
0,5565115,1689644881.033578580,GHFG3,11,3,289.50,290.00
0,3540660,1689644070.882543486,GHFG3,3,3,301.00,301.50
0,4540750,1689644524.044097484,GHFG3,9,6,295.00,296.00
0,5816052,1689644999.280078292,GHFG3,7,2,287.50,288.00
0,6095432,1689645145.119587718,GHFG3,1,4,292.50,293.00
0,4748605,1689644626.402678075,GHFG3,21,2,293.00,293.50
0,5277785,1689644758.107395910,GHFG3,20,3,290.50,291.50
0,5278180,1689644758.352334052,GHFG3,10,1,290.50,291.00
0,5676799,1689644931.262918428,GHFG3,12,2,287.00,287.50
0,5757921,1689644969.501448901,GHFG3,8,1,287.50,288.00
0,5746800,1689644965.206234043,GHFG3,7,3,287.50,288.00
0,5751213,1689644966.680634554,GHFG3,11,1,287.50,288.00
0,4626398,1689644566.162018161,GHFG3,5,3,295.00,295.50
0,5678597,1689644931.723118734,GHFG3,10,2,287.00,287.50
0,5681533,1689644933.012858944,GHFG3,11,2,287.00,287.50
0,5674821,1689644930.731419950,GHFG3,11,2,287.00,287.50
0,6126471,1689645161.289503204,GHFG3,2,3,292.50,293.00
0,5488258,1689644839.568333909,GHFG3,5,2,291.00,291.50
0,5779914,1689644979.579072382,GHFG3,12,9,287.50,288.50
0,5857637,1689645023.297688055,GHFG3,1,4,287.50,288.00
0,12896514,1689653173.761106135,GHFG3,1,5,306.00,306.50
0,14326409,1689655728.544290253,GHFG3,5,6,310.00,310.50
0,14835284,1689656579.021403736,GHFG3,4,5,312.50,313.50
0,14836301,1689656580.323306375,GHFG3,1,1,312.50,313.00
0,14836819,1689656580.820761328,GHFG3,1,6,312.50,313.50
0,14392231,1689655869.741758919,GHFG3,7,3,316.00,316.50
0,14517033,1689656054.317268236,GHFG3,8,5,316.50,317.00
0,14519966,1689656060.111825984,GHFG3,6,6,316.50,317.00
0,14852393,1689656603.932426993,GHFG3,7,2,311.50,312.50
0,14852794,1689656604.459300789,GHFG3,5,1,312.00,312.50
0,14855189,1689656606.985680536,GHFG3,8,1,312.00,313.00
0,14855305,1689656607.184173332,GHFG3,7,2,312.00,313.00
0,13104041,1689653455.340663420,GHFG3,1,5,306.00,306.50
0,12929911,1689653211.808059753,GHFG3,12,6,304.50,305.50
0,12930150,1689653211.907239202,GHFG3,12,6,304.50,305.50
0,14856688,1689656608.492257219,GHFG3,7,3,312.00,313.00
0,14857796,1689656610.216298871,GHFG3,7,2,312.00,313.00
0,14858244,1689656611.180939470,GHFG3,3,2,312.50,313.50
0,14665022,1689656339.137795322,GHFG3,3,5,314.50,315.50
0,14665370,1689656339.842487088,GHFG3,3,2,315.00,315.50
0,14667596,1689656344.285113238,GHFG3,1,3,315.00,315.50
0,12835283,1689653045.804743891,GHFG3,13,2,305.50,306.00
0,14837888,1689656581.333865916,GHFG3,1,2,312.50,313.00
0,14890046,1689656671.256629515,GHFG3,4,6,312.00,313.00
0,14890484,1689656672.132358815,GHFG3,2,2,312.00,312.50
0,14890961,1689656673.347541654,GHFG3,2,2,312.00,312.50
0,14891098,1689656673.540065482,GHFG3,4,4,311.50,312.50
0,14521926,1689656063.429650426,GHFG3,3,4,316.50,317.00
0,14898755,1689656688.231403680,GHFG3,4,5,311.00,311.50
0,14899012,1689656688.733193115,GHFG3,2,5,311.00,311.50
0,5934571,1689645067.763518727,GHFG3,6,1,288.00,288.50
0,12607181,1689652564.653813474,GHFG3,10,6,305.50,306.00
0,13504359,1689654143.234553255,GHFG3,1,6,304.00,304.50
0,14679159,1689656361.982582248,GHFG3,1,5,313.00,313.50
0,13466031,1689654080.318489649,GHFG3,3,2,304.00,304.50
0,13914098,1689654937.558455198,GHFG3,13,3,307.50,308.00
0,14893250,1689656678.226997287,GHFG3,3,5,311.50,312.00
0,14893409,1689656678.344831171,GHFG3,2,5,311.50,312.00
0,14893966,1689656678.973710335,GHFG3,3,4,311.50,312.00
0,14894285,1689656679.432927761,GHFG3,2,7,311.50,312.00
0,14895318,1689656681.102362313,GHFG3,8,6,311.00,312.00
0,14895454,1689656681.542497444,GHFG3,2,6,311.50,312.00
0,14896117,1689656683.054905217,GHFG3,3,6,311.50,312.00
0,14950884,1689656778.360627396,GHFG3,1,5,312.00,312.50
0,15079340,1689657013.887222439,GHFG3,1,5,310.00,310.50
0,13865855,1689654840.747864958,GHFG3,6,5,306.50,307.00
0,14353402,1689655789.291158676,GHFG3,3,17,314.00,314.50
0,14353809,1689655789.853265768,GHFG3,11,8,313.50,314.50
0,15045862,1689656955.670328759,GHFG3,2,7,311.50,312.00
0,14916068,1689656721.301531038,GHFG3,3,6,311.50,312.00
0,14967557,1689656808.890648874,GHFG3,2,4,312.00,312.50
0,15030128,1689656935.335123754,GHFG3,7,1,311.50,312.00
0,15030503,1689656935.991409918,GHFG3,6,2,311.50,312.00
0,15030711,1689656936.143879669,GHFG3,6,2,311.50,312.00
0,15031099,1689656937.053831801,GHFG3,6,2,311.50,312.00
0,12924546,1689653205.411177360,GHFG3,11,3,305.00,305.50
0,14899437,1689656689.818607192,GHFG3,1,5,311.00,311.50
0,14954241,1689656785.078225008,GHFG3,1,5,312.00,312.50
0,15015010,1689656903.820002449,GHFG3,7,14,312.00,312.50
0,15217928,1689657218.843490850,GHFG3,1,5,311.50,312.00
0,15089899,1689657028.390086756,GHFG3,4,4,310.00,310.50
0,15090515,1689657029.275446506,GHFG3,3,4,310.00,310.50
0,14859449,1689656611.864636021,GHFG3,3,1,313.00,313.50
0,14859866,1689656612.333790668,GHFG3,1,1,313.00,313.50
0,15020998,1689656916.849629834,GHFG3,9,15,311.50,312.50
0,14840127,1689656584.404337982,GHFG3,2,5,312.50,313.50
0,14840417,1689656584.922828893,GHFG3,4,2,312.00,312.50
0,15062431,1689656985.293819539,GHFG3,1,6,311.50,312.00
0,14891793,1689656674.755053089,GHFG3,4,1,311.50,312.00
0,15072117,1689657003.800608812,GHFG3,3,4,310.50,311.00
0,15369883,1689657487.583554320,GHFG3,3,6,311.50,312.00
0,15370614,1689657488.801271831,GHFG3,2,4,311.50,312.00
0,14347386,1689655776.925435280,GHFG3,7,1,313.00,313.50
0,14688946,1689656373.519781084,GHFG3,8,2,312.00,313.00
0,14831343,1689656573.935625244,GHFG3,2,1,312.00,313.00
0,14831611,1689656574.387385483,GHFG3,3,4,312.00,313.50
0,14832562,1689656575.354274733,GHFG3,4,10,313.00,314.00
0,14832900,1689656575.619234337,GHFG3,4,2,312.50,313.50
0,15063937,1689656989.439455984,GHFG3,7,6,311.00,312.00
0,14851152,1689656601.942650043,GHFG3,5,3,311.50,312.50
0,14851529,1689656602.622545915,GHFG3,5,2,311.50,312.50
0,14947095,1689656771.862416752,GHFG3,1,5,312.00,312.50
0,14976125,1689656827.480703807,GHFG3,1,4,312.00,312.50
0,14978389,1689656831.260531234,GHFG3,1,4,312.00,312.50
0,15224743,1689657230.384695066,GHFG3,12,5,311.00,311.50
0,15031783,1689656937.909333278,GHFG3,5,2,311.50,312.00
0,772688,1689642128.770348443,IPFG3,5,2,332.50,333.00
0,776515,1689642130.577269194,IPFG3,4,3,332.00,333.00
0,1043525,1689642276.829892241,IPFG3,3,2,337.00,337.50
0,2052207,1689642927.984707362,IPFG3,7,11,334.00,335.00
0,2057038,1689642930.702355134,IPFG3,7,10,334.00,335.00
0,2084441,1689642947.749500603,IPFG3,4,7,335.00,335.50
0,2328452,1689643124.990983142,IPFG3,11,1,334.00,334.50
0,1730239,1689642724.043948664,IPFG3,6,1,332.00,332.50
0,1731652,1689642724.371351631,IPFG3,1,9,332.50,333.00
0,1733202,1689642724.835560348,IPFG3,1,9,332.50,333.00
0,1736409,1689642726.203670359,IPFG3,1,6,332.50,333.00
0,1737249,1689642726.474323935,IPFG3,7,6,332.00,333.00
0,1781425,1689642752.036007758,IPFG3,3,4,333.50,334.00
0,1782370,1689642752.732793900,IPFG3,5,1,333.00,333.50
0,1782922,1689642753.175670552,IPFG3,10,3,333.00,333.50
0,1784254,1689642754.268489669,IPFG3,10,2,333.00,333.50
0,1786859,1689642755.876201915,IPFG3,8,2,333.00,333.50
0,1787239,1689642756.123127654,IPFG3,9,1,333.00,333.50
0,1787979,1689642756.973624015,IPFG3,9,3,333.00,333.50
0,1882089,1689642813.682625610,IPFG3,2,6,333.50,334.00
0,1148761,1689642335.127866426,IPFG3,4,3,335.50,336.00
0,1151125,1689642336.172141913,IPFG3,2,5,335.50,336.00
0,1220492,1689642376.367533589,IPFG3,2,4,335.50,336.00
0,1221628,1689642377.159494231,IPFG3,2,4,336.00,336.50
0,1744299,1689642728.725402406,IPFG3,2,4,333.00,333.50
0,1744485,1689642728.889854331,IPFG3,1,5,333.00,333.50
0,1746976,1689642730.141131190,IPFG3,3,6,333.00,333.50
0,1747385,1689642730.400760935,IPFG3,1,5,333.00,333.50
0,1927460,1689642845.102872667,IPFG3,10,8,332.50,333.50
0,1935250,1689642850.338323440,IPFG3,5,7,332.50,333.50
0,2028068,1689642913.159072989,IPFG3,4,5,333.00,333.50
0,488441,1689642000.169764612,IPFG3,4,2,327.00,328.00
0,749906,1689642118.348246321,IPFG3,4,1,331.50,332.00
0,1587502,1689642637.492784931,IPFG3,2,5,331.00,331.50
0,1588134,1689642638.011037399,IPFG3,6,5,330.50,331.50
0,1966085,1689642873.566903175,IPFG3,2,6,334.00,334.50
0,1866060,1689642803.691495926,IPFG3,9,4,334.00,334.50
0,2247282,1689643062.998006901,IPFG3,3,9,336.00,336.50
0,2364250,1689643146.895616299,IPFG3,15,3,333.50,334.00
0,1289973,1689642421.698501919,IPFG3,3,4,335.00,335.50
0,2389143,1689643166.216877168,IPFG3,4,3,335.00,335.50
0,2962463,1689643642.196095869,IPFG3,10,3,329.00,329.50
0,1170184,1689642345.960008471,IPFG3,3,3,335.50,336.00
0,1751423,1689642731.983539207,IPFG3,3,6,333.50,334.00
0,1878186,1689642811.347317396,IPFG3,16,4,333.50,334.00
0,1880617,1689642813.342670462,IPFG3,17,1,333.00,333.50
0,2106933,1689642962.612205834,IPFG3,9,7,335.00,336.00
0,2161687,1689643005.130933503,IPFG3,2,5,335.50,336.00
0,2968597,1689643648.214006740,IPFG3,17,1,328.50,329.00
0,2969044,1689643648.755305595,IPFG3,17,2,328.50,329.00
0,519480,1689642014.138398225,IPFG3,8,1,327.50,328.00
0,521196,1689642015.038655631,IPFG3,3,1,327.50,328.50
0,1097521,1689642305.021972463,IPFG3,5,2,334.50,335.00
0,1109699,1689642311.764784080,IPFG3,3,1,334.00,334.50
0,1110127,1689642312.056323027,IPFG3,4,15,334.00,335.00
0,1151695,1689642336.423348104,IPFG3,1,5,335.50,336.00
0,2934277,1689643619.406701567,IPFG3,6,2,329.50,330.00
0,3313255,1689643905.738161451,IPFG3,9,2,327.00,327.50
0,820688,1689642152.687690453,IPFG3,1,4,331.00,331.50
0,1694177,1689642710.121170053,IPFG3,3,6,330.00,330.50
0,1696575,1689642710.641785687,IPFG3,6,4,330.50,331.50
0,1699211,1689642710.980747499,IPFG3,2,2,330.50,331.00
0,2058070,1689642930.961334631,IPFG3,1,9,334.50,335.00
0,2060422,1689642931.906598189,IPFG3,1,9,334.50,335.00
0,2068876,1689642937.817302709,IPFG3,1,9,334.50,335.00
0,2069239,1689642938.142348920,IPFG3,1,9,334.50,335.00
0,2098281,1689642957.465818831,IPFG3,1,6,335.00,335.50
0,2100475,1689642959.107853612,IPFG3,7,10,335.00,336.00
0,1822313,1689642780.439578782,IPFG3,10,2,334.00,334.50
0,1823559,1689642780.857278702,IPFG3,11,7,334.00,335.00
0,3769482,1689644214.098805180,IPFG3,15,2,322.50,323.00
0,4079635,1689644358.509119408,IPFG3,2,7,320.50,321.00
0,1722102,1689642721.070798323,IPFG3,9,2,332.00,332.50
0,2047741,1689642924.820110509,IPFG3,1,7,334.00,334.50
0,3099420,1689643764.135647482,IPFG3,1,9,326.50,327.00
0,3099683,1689643764.388325157,IPFG3,1,9,326.50,327.00
0,3101680,1689643766.010302942,IPFG3,1,9,326.50,327.00
0,4527046,1689644518.812216617,IPFG3,6,2,319.00,319.50
0,4143736,1689644390.809078287,IPFG3,7,2,317.50,318.00
0,720689,1689642100.274776244,IPFG3,3,5,330.00,331.00
0,2250402,1689643064.860254042,IPFG3,2,14,336.50,337.00
0,3492457,1689644031.344266679,IPFG3,20,1,325.50,326.00
0,2413820,1689643185.779857712,IPFG3,16,7,332.50,333.50
0,2417810,1689643190.531489446,IPFG3,2,7,333.00,333.50
0,2616695,1689643356.466305680,IPFG3,1,5,331.50,332.00
0,3617369,1689644121.247813114,IPFG3,2,14,325.00,325.50
0,4165278,1689644400.132472928,IPFG3,6,2,317.00,317.50
0,5433818,1689644817.061796280,IPFG3,4,3,308.00,308.50
0,3788074,1689644224.429550198,IPFG3,1,5,323.00,323.50
0,4412854,1689644472.325182266,IPFG3,3,12,320.00,320.50
0,4415028,1689644472.609120453,IPFG3,2,11,320.00,320.50
0,4690423,1689644601.073585316,IPFG3,5,8,313.00,314.00
0,5211031,1689644735.794366804,IPFG3,2,2,313.00,313.50
0,5299639,1689644766.115957801,IPFG3,6,1,309.50,310.00
0,779374,1689642132.283306004,IPFG3,1,3,332.50,333.00
0,785400,1689642135.602304267,IPFG3,4,3,332.00,333.00
0,1414044,1689642505.751380357,IPFG3,3,5,333.50,334.00
0,1918952,1689642839.298353741,IPFG3,2,5,333.50,334.00
0,1922179,1689642840.938458098,IPFG3,1,6,333.50,334.00
0,2673590,1689643400.949654406,IPFG3,3,21,332.00,332.50
0,4187037,1689644407.163227152,IPFG3,9,15,319.00,320.00
0,4632683,1689644570.025642447,IPFG3,2,6,317.50,318.00
0,5628834,1689644907.681827946,IPFG3,5,1,308.50,309.00
0,3546472,1689644075.345050438,IPFG3,3,2,325.00,325.50
0,4027778,1689644337.321118447,IPFG3,3,3,321.50,322.00
0,3802958,1689644234.104668988,IPFG3,1,5,323.00,323.50
0,4558779,1689644531.848163277,IPFG3,6,2,318.50,319.00
0,4706123,1689644608.055445507,IPFG3,7,7,313.50,314.50
0,1906791,1689642830.838720004,IPFG3,16,8,332.50,333.00
0,5179171,1689644729.549651849,IPFG3,1,4,313.00,313.50
0,5928086,1689645064.522329771,IPFG3,6,5,308.50,309.50
0,4020525,1689644334.650853906,IPFG3,6,9,321.50,322.50
0,4762328,1689644631.835920661,IPFG3,2,9,315.50,316.00
0,5810031,1689644995.502595787,IPFG3,6,2,310.00,310.50
0,3118169,1689643780.106705155,IPFG3,3,8,326.50,327.00
0,4321520,1689644446.494110101,IPFG3,4,3,318.50,319.00
0,4717574,1689644613.477451540,IPFG3,2,5,314.00,314.50
0,4771776,1689644635.159950308,IPFG3,3,2,313.50,314.00
0,4775689,1689644636.803040235,IPFG3,5,1,313.50,314.00
0,4813821,1689644652.593265125,IPFG3,3,3,315.50,316.00
0,5464613,1689644829.596626735,IPFG3,2,1,305.50,306.00
0,6535805,1689645379.009463940,IPFG3,2,2,316.00,316.50
0,6535805,1689645379.009463940,IPFG3,2,2,316.00,316.50
0,4017321,1689644333.830401932,IPFG3,3,6,322.00,322.50
0,4540700,1689644524.002799203,IPFG3,3,3,319.00,319.50
0,4209699,1689644414.247985376,IPFG3,5,1,318.50,319.00
0,5253578,1689644748.768564051,IPFG3,4,1,312.50,313.00
0,5619999,1689644903.908302741,IPFG3,4,2,308.50,309.00
0,2959424,1689643639.221324825,IPFG3,16,4,329.00,329.50
0,3435721,1689643986.055152616,IPFG3,4,7,328.50,329.00
0,4110411,1689644373.807739733,IPFG3,1,6,318.50,319.00
0,4144871,1689644391.045416037,IPFG3,10,1,317.50,318.00
0,4147431,1689644391.754440075,IPFG3,7,12,317.50,318.50
0,5238001,1689644743.455479602,IPFG3,5,4,312.50,313.50
0,4481019,1689644497.632319255,IPFG3,4,3,318.50,319.00
0,4481640,1689644497.822591211,IPFG3,4,1,318.50,319.00
0,4554341,1689644529.765337087,IPFG3,6,2,318.50,319.00
0,6521247,1689645373.243154392,IPFG3,5,7,316.00,317.00
0,3764255,1689644209.253784035,IPFG3,18,6,322.50,323.50
0,4616602,1689644560.609153596,IPFG3,9,5,318.50,319.50
0,4619901,1689644562.400475140,IPFG3,8,2,318.00,318.50
0,5030689,1689644702.737243062,IPFG3,4,1,313.50,314.00
0,5260768,1689644751.711646513,IPFG3,2,3,312.50,313.00
0,6867852,1689645604.491493853,IPFG3,1,2,318.00,318.50
0,7878984,1689646290.545117582,IPFG3,3,2,317.00,317.50
0,4648753,1689644579.974701901,IPFG3,3,3,316.00,316.50
0,7161116,1689645818.957118781,IPFG3,2,1,319.00,319.50
0,7161164,1689645819.021100425,IPFG3,2,1,319.00,319.50
0,1973380,1689642879.538015063,IPFG3,5,3,333.50,334.00
0,5773566,1689644977.001397898,IPFG3,2,4,309.50,310.00
0,6255895,1689645227.937690069,IPFG3,2,1,314.50,315.00
0,7019617,1689645723.234478936,IPFG3,18,8,320.50,321.50
0,6377094,1689645298.884119731,IPFG3,5,5,316.00,316.50
0,6823716,1689645573.040233953,IPFG3,2,2,316.50,317.00
0,6983576,1689645688.688037220,IPFG3,1,10,320.00,320.50
0,8002040,1689646403.795624417,IPFG3,11,1,314.50,315.00
0,8004382,1689646405.511478603,IPFG3,11,3,314.50,315.00
0,8625585,1689647018.567809527,IPFG3,2,2,317.50,318.00
0,6514745,1689645370.558963804,IPFG3,4,3,316.00,316.50
0,6752252,1689645505.075369713,IPFG3,1,3,316.00,316.50
0,7016415,1689645721.397712403,IPFG3,7,1,320.50,321.00
0,7391848,1689645950.683933294,IPFG3,2,2,312.00,312.50
0,8717103,1689647111.061172384,IPFG3,2,2,317.00,317.50
0,10156090,1689648933.304342124,IPFG3,2,6,315.00,315.50
0,4128612,1689644383.565308881,IPFG3,5,2,318.00,318.50
0,4219032,1689644418.570499150,IPFG3,5,1,318.50,319.00
0,5006351,1689644701.147421111,IPFG3,10,5,313.50,314.50
0,7154231,1689645812.748760497,IPFG3,2,1,319.50,320.00
0,7154376,1689645812.813446180,IPFG3,2,1,319.50,320.00
