,SeqNumber,TimeStamp,Pid,BidQty1,AskQty1,Bid1,Ask1
0,1311711,1689642432.924216807,DZFG3,1,4,57.30,57.60
0,2705600,1689643431.825416131,CKFG3,22,4,45.10,45.15
0,2815875,1689643512.258332438,CKFG3,22,2,45.10,45.15
0,4525113,1689644517.661420531,EMFG3,2,3,53.40,53.60
0,8190478,1689646582.846829790,EMFG3,7,41,53.10,53.20
0,9575650,1689648168.345614374,EMFG3,3,3,53.30,53.40
0,13512653,1689654155.405222191,EMFG3,8,1,52.80,52.90
0,1359108,1689642467.079104635,PLFH3,1,2,48.95,49.25
0,4923602,1689644686.007965651,PLFH3,1,1,48.45,48.70
0,4695907,1689644603.375950110,PLFH3,2,1,48.50,48.70
0,4768962,1689644634.281298687,PLFH3,1,1,48.50,48.70
0,4888087,1689644678.389065668,PLFH3,4,1,48.45,48.70
0,4894032,1689644679.958716430,PLFH3,2,1,48.45,48.70
0,7031325,1689645734.702672134,PLFH3,2,6,48.50,48.65
0,4509701,1689644510.476427640,PLFH3,1,3,48.65,48.75
0,13017063,1689653325.198159910,PLFH3,8,2,48.65,48.75
0,4143126,1689644390.512258487,PSFG3,1,0,57.30,0.00
0,4143128,1689644390.512264109,PSFI3,1,0,57.30,0.00
0,4120414,1689644378.916312326,PSFL3,0,0,0.00,0.00
0,5903580,1689645051.210214363,PSFG3,27,1,50.50,50.60
0,5901660,1689645050.031152158,PSFG3,35,1,50.50,50.60
0,5883741,1689645039.835785041,PSFG3,3,1,50.30,50.40
0,5887758,1689645041.491802277,PSFG3,11,16,50.50,50.60
0,5911965,1689645056.149832123,PSFG3,1,5,50.80,50.90
0,6220316,1689645206.832325641,PSFG3,1,4,52.80,53.00
0,6221106,1689645207.446015638,PSFG3,1,4,52.80,53.00
0,6223484,1689645209.411549138,PSFG3,1,1,52.90,53.00
0,5926887,1689645063.889380578,PSFG3,20,1,50.70,50.90
0,11406174,1689650485.589622293,PSFG3,16,1,53.40,53.50
0,11108839,1689650073.256796787,PSFG3,1,1,53.80,54.10
0,11108978,1689650073.372473804,PSFG3,4,15,53.70,53.80
0,11109386,1689650073.720722950,PSFG3,5,13,53.70,53.80
0,11110131,1689650074.701291055,PSFG3,4,10,53.70,53.80
0,11110751,1689650075.406429732,PSFG3,5,7,53.70,53.80
0,14299421,1689655681.322499751,PSFG3,2,16,52.00,52.30
0,14300591,1689655682.341795678,PSFG3,2,2,52.00,52.20
0,11112388,1689650076.906401920,PSFG3,16,4,53.60,53.80
0,11408902,1689650489.384364911,PSFG3,15,2,53.40,53.50
0,11162914,1689650145.326950056,PSFG3,22,1,53.70,53.90
0,11428015,1689650508.877542710,PSFG3,3,2,53.30,53.40
0,11351018,1689650418.750243381,PSFG3,20,1,53.70,53.90
0,11351080,1689650418.834432706,PSFG3,20,1,53.70,53.90
0,12000495,1689651468.361680041,PSFG3,14,2,53.70,53.80
0,12146553,1689651709.539700760,PSFG3,3,2,53.10,53.20
0,13372733,1689653957.277378622,PSFG3,1,5,51.40,51.50
0,11390785,1689650471.136139951,PSFG3,17,1,53.60,53.70
0,12022280,1689651498.301407332,PSFG3,1,28,53.70,54.00
0,14318206,1689655714.770526022,PSFG3,1,1,52.00,52.20
0,11150298,1689650126.167860990,PSFG3,5,2,53.70,53.80
0,11150381,1689650126.266654859,PSFG3,4,1,53.70,53.80
0,11134635,1689650105.516302525,PSFG3,16,1,53.70,53.80
0,15011532,1689656898.012272257,PSFG3,1,8,51.40,51.60
0,14283012,1689655652.624394430,PSFG3,31,1,52.20,52.30
0,14284820,1689655654.500517026,PSFG3,16,16,52.20,52.30
0,14285066,1689655655.057292855,PSFG3,8,16,52.20,52.30
0,14285407,1689655655.766125112,PSFG3,4,15,52.20,52.30
0,14285680,1689655656.454025558,PSFG3,3,15,52.20,52.30
0,14286399,1689655658.715560105,PSFG3,1,15,52.20,52.30
0,14301237,1689655683.490698628,PSFG3,1,15,52.00,52.20
0,14303352,1689655687.879810146,PSFG3,2,15,52.00,52.20
0,14303692,1689655689.089365344,PSFG3,1,13,52.00,52.20
0,14573068,1689656150.072309790,PSFG3,3,20,52.50,52.60
0,4448231,1689644484.723807402,DSFH3,1,15,40.20,40.60
0,4456815,1689644488.133355037,DSFH3,2,3,40.20,40.40
0,4644388,1689644577.441365868,DSFH3,5,16,40.30,40.45
0,4430187,1689644477.484436038,DSFH3,1,2,40.20,40.40
0,4384320,1689644464.878139571,DSFH3,3,1,39.80,40.25
0,4498495,1689644504.333845868,DSFH3,1,15,40.40,40.50
0,4318916,1689644445.535105187,DSFH3,10,1,40.00,40.15
0,4820411,1689644655.982786123,DSFH3,4,13,39.95,40.00
0,4204795,1689644412.428454026,DSFH3,40,0,41.10,0.00
0,4206694,1689644413.015749992,DSFH3,1,0,41.10,0.00
0,4207669,1689644413.300847344,DSFH3,2,0,41.05,0.00
0,4354269,1689644457.193544850,DSFH3,1,2,39.85,39.95
0,4799047,1689644646.286961398,DSFH3,6,1,40.00,40.05
0,4262104,1689644431.170049718,DSFH3,1,2,40.15,40.40
0,4264230,1689644431.965987251,DSFH3,1,2,40.10,40.40
0,4423811,1689644475.363336151,DSFH3,1,2,40.20,40.40
0,4520672,1689644515.327899616,DSFH3,1,15,40.35,40.55
0,3742163,1689644194.832830012,IMFG3,1,1,67.40,67.90
0,5960564,1689645084.723509637,IMFG3,1,1,66.50,66.60
0,8492954,1689646898.268201248,IMFG3,1,1,66.70,66.80
0,6776431,1689645526.209688367,IMFG3,2,1,66.60,66.90
0,3251980,1689643863.556256650,CFFG3,1,1,83.40,83.60
0,10113508,1689648863.249796596,CFFG3,10,19,82.90,83.00
0,4686468,1689644598.793612004,IZFH3,7,4,44.30,44.40
0,4685472,1689644598.159212375,IZFH3,1,5,44.35,44.40
0,4981090,1689644698.377000494,IZFH3,5,1,43.95,44.15
0,5580650,1689644887.137455902,IZFH3,3,6,43.35,43.40
0,5557839,1689644876.199604992,IZFH3,4,7,43.35,43.45
0,5730456,1689644959.014854256,NSFG3,2,2,66.30,66.60
0,5945247,1689645074.590755834,NSFG3,2,6,66.30,66.60
0,5325220,1689644777.450709913,NSFG3,2,2,66.40,66.70
0,15039651,1689656946.073133090,NSFG3,6,5,66.30,66.50
0,1919135,1689642839.395909846,PPFG3,3,3,57.60,57.80
0,3397566,1689643954.693040167,PPFG3,2,1,56.90,57.00
0,12864064,1689653105.827483991,PPFG3,5,5,57.00,57.60
0,15045986,1689656955.953076384,PPFG3,1,2,57.10,57.40
0,14101522,1689655318.901090025,PPFG3,1,2,57.30,57.70
0,5699656,1689644941.402987664,FQFG3,18,31,134.50,135.00
0,4982462,1689644698.688538489,FQFG3,20,40,138.00,138.50
0,5615619,1689644902.216392027,FQFG3,20,5,136.00,137.00
0,5554568,1689644873.826545422,FQFG3,6,19,138.50,139.00
0,5595736,1689644894.308605948,FQFG3,5,4,137.00,137.50
0,5301236,1689644766.539507907,HBFH3,2,2,99.70,100.00
0,4384125,1689644464.813508199,CXFG3,1,2,49.75,49.80
0,4388562,1689644465.648449920,CXFG3,23,2,49.75,49.80
0,6970875,1689645677.473322567,CXFG3,3,10,50.00,50.10
0,6897949,1689645626.306953237,CXFG3,2,4,50.00,50.10
0,7439324,1689645978.329487737,CXFG3,1,3,49.75,49.80
0,9124332,1689647618.353663301,CXFG3,3,4,50.70,50.80
0,9125645,1689647619.948004983,CXFG3,1,6,50.80,50.90
0,9152128,1689647649.630463084,CXFG3,8,14,50.80,50.90
0,7898583,1689646306.953408348,CXFG3,1,1,49.90,49.95
0,7900318,1689646308.982618129,CXFG3,3,2,49.90,50.00
0,10779240,1689649683.486793469,CXFG3,10,13,50.70,50.90
0,8532549,1689646927.858811267,CXFG3,4,20,50.40,50.50
0,8532935,1689646928.322837247,CXFG3,2,20,50.40,50.50
0,7093258,1689645768.082741939,CXFG3,3,11,49.95,50.10
0,8319718,1689646712.448125670,CXFG3,7,7,50.20,50.30
0,9622243,1689648193.551332511,CXFG3,3,3,50.90,51.00
0,9163961,1689647668.809193365,CXFG3,4,8,50.80,50.90
0,9847446,1689648517.546826973,CXFG3,13,12,50.60,50.70
0,11703977,1689650897.072969278,CXFG3,8,9,50.80,51.00
0,4872824,1689644674.406272198,JNFG3,3,5,40.90,41.00
0,3985195,1689644321.974588606,JNFG3,3,2,41.15,41.20
0,11435824,1689650513.784201066,JNFG3,1,23,40.55,40.60
0,3622605,1689644126.050860664,PRFH3,1,2,96.50,97.20
0,5885120,1689645040.522941826,DKFG3,7,8,194.50,195.00
0,14197493,1689655517.080528688,DKFG3,8,24,201.50,202.00
0,13559983,1689654223.023470245,DKFG3,6,29,200.50,201.00
0,14405438,1689655893.078535361,DKFG3,6,48,202.50,203.00
0,4775663,1689644636.763645717,PKFH3,1,1,44.10,44.25
0,13364991,1689653948.092723425,PKFH3,1,1,44.10,44.20
0,4004424,1689644328.694687381,OEFH3,2,1,13.95,14.05
0,4351428,1689644456.226221992,FZFH3,1,1,28.75,28.85
0,477633,1689641972.904073322,FZFG3,2,2,29.20,29.35
0,483710,1689641991.116554385,FZFH3,2,11,29.30,29.45
0,15430102,1689657581.329951554,FZFH3,1,23,28.40,28.45
0,15489586,1689657676.563487785,FZFH3,1,22,28.40,28.45
0,5233008,1689644742.284792841,OWFH3,3,4,527.00,528.00
0,14099902,1689655315.319468353,OWFH3,1,4,536.00,537.00
0,14134302,1689655380.606957412,OWFH3,1,3,536.00,537.00
0,7882245,1689646293.240682326,FN1G3,16,2,83.30,83.50
0,7954157,1689646361.326150937,FN1G3,16,1,83.30,83.50
0,6298765,1689645253.333066754,FEFG3,2,2,47.55,47.65
0,8591447,1689646984.206180319,GMFG3,5,1,53.50,53.80
0,6563140,1689645387.039046267,GMFG3,1,1,53.80,54.20
0,7024796,1689645727.969556585,GMFG3,3,8,53.70,54.10
0,8731143,1689647127.705130670,GMFG3,5,3,53.40,53.70
0,9454408,1689648021.963854891,KEFG3,2,2,87.50,87.90
0,9842998,1689648509.387790575,KEFG3,3,2,87.60,88.00
0,9462069,1689648033.435942237,KLFG3,4,1,30.15,30.25
0,14529989,1689656079.360623637,KLFG3,5,3,30.35,30.45
0,14547186,1689656112.400749865,KLFG3,5,4,30.35,30.50
0,13834220,1689654772.021575145,KLFG3,5,6,30.35,30.45
0,14530110,1689656079.527125229,KLFG3,5,2,30.35,30.45
0,12416637,1689652230.221102179,KLFG3,17,4,30.40,30.55
0,14153454,1689655421.341870928,KLFG3,5,5,30.35,30.45
0,14856463,1689656608.250645067,KLFG3,20,1,30.35,30.45
0,14362742,1689655810.735046994,KLFG3,5,4,30.35,30.45
0,7954593,1689646361.804877816,LUFG3,13,6,105.50,106.00
0,5432408,1689644816.468360288,OSFG3,1,1,16.40,16.45
0,9200717,1689647726.939956510,LCFH3,1,7,95.00,95.10
0,7661851,1689646109.208721973,FGFG3,7,1,835.00,840.00
0,8159927,1689646543.509608826,FGFG3,1,1,841.00,846.00
0,9422109,1689647985.024084988,FGFG3,1,2,863.00,870.00
0,7680941,1689646122.588930829,FGFG3,1,1,839.00,842.00
0,6157969,1689645174.569065857,OQFG3,1,2,301.00,303.00
0,11147004,1689650122.261138598,GAFG3,1,7,58.80,59.00
0,11147190,1689650122.448424323,GAFG3,1,2,58.80,59.00
0,14103543,1689655322.333205072,GAFG3,1,3,59.10,59.20
0,11737514,1689650973.326025688,GAFG3,1,3,58.90,59.10
0,11745312,1689650991.823106154,GAFG3,2,1,58.90,59.10
0,14149332,1689655412.954047576,GAFG3,1,1,59.10,59.20
0,14077045,1689655262.572981850,GAFG3,1,5,59.10,59.20
0,7702393,1689646140.579894653,CAFH3,1,1,70.60,70.70
0,10116314,1689648866.919330384,QAFH3,10,10,2545.00,2550.00
0,7017830,1689645722.481297600,MAFG3,5,1,162.50,165.50
0,9230960,1689647771.071098614,CBFG3,4,60,29.15,29.25
0,14348800,1689655780.045477246,CBFG3,2,2,29.25,29.30
0,11952430,1689651397.927767156,IXFG3,8,1,121.00,121.50
0,12642497,1689652630.732403200,KIFG3,5,1,42.75,42.90
0,10795706,1689649701.842396786,KIFG3,7,5,42.80,43.35
0,14894179,1689656679.230489446,KIFG3,5,1,42.70,42.90
0,5853977,1689645020.602642259,RNFG3,8,1,204.00,205.00
0,12366588,1689652124.758199225,LBFG3,2,3,115.50,116.00
0,14868260,1689656627.545999198,LBFG3,2,12,116.00,117.00
0,9653287,1689648230.548644271,LBFG3,2,1,114.50,115.50
0,13319342,1689653868.993926917,LBFG3,3,1,115.50,116.00
0,15129191,1689657081.062762214,LBFG3,1,1,116.00,116.50
0,15293594,1689657355.181328178,LBFG3,1,1,116.00,116.50
0,15077391,1689657011.989790497,LBFG3,2,1,116.00,116.50
0,15316566,1689657391.642537787,LBFG3,1,1,116.00,116.50
0,14884839,1689656660.615250506,LBFG3,2,1,116.00,116.50
0,15069664,1689657001.198502237,LBFG3,4,12,116.00,117.00
0,12998788,1689653290.768505785,LMFG3,2,1,217.00,217.50
0,11418325,1689650498.771849249,GJFG3,2,2,416.00,418.00
0,15527689,1689657734.127523887,GJFG3,1,2,416.50,417.50
0,11345327,1689650411.206296622,GCFH3,1,5,57.90,58.10
0,11431865,1689650510.956515469,GCFH3,5,5,57.80,58.00
0,14582660,1689656169.634558692,GCFH3,1,5,57.60,57.70
0,14618906,1689656226.491932183,KDFG3,1,5,172.00,172.50
0,10841099,1689649757.998331165,PJFH3,2,2,330.00,331.00
0,15522670,1689657727.455540530,OLFG3,13,7,2285.00,2290.00
0,15191624,1689657180.105372029,KAFG3,5,1,110.00,111.00
0,13848753,1689654805.079561836,MQFH3,7,13,58.80,59.00
0,15411865,1689657552.698287992,GZFH3,1,4,20.75,20.90
